Crop,Temperature (C),Rainfall (mm),Humidity (%),Sunlight (hours),Soil pH,Soil Nitrogen (%),Soil Phosphorus (ppm),Soil Potassium (ppm),Altitude (m),Wind Speed (m/s),Crop Yield (tons/ha)
Sugarcane,35.22123585,621.4185946,26.10966583,11.36043031,7.106107226,2.185715483,10.11872961,36.63514457,1920.436713,3.857616269,19.85289753
Potato,36.00151956,1760.704005,21.32935676,9.658113358,5.85550212,1.934396261,17.37786953,34.28629466,1997.336708,12.62427051,25.29741612
Sugarcane,38.020573,1552.82388,22.97174058,5.793838219,5.718475914,0.684512835,10.28382199,28.05540987,1668.416714,5.354887193,23.15752797
Tomato,16.77908816,1131.705499,73.7437989,8.736854127,6.145528383,2.039462487,18.31482894,29.82061093,2481.35331,8.188819493,25.46656939
Potato,35.3920895,807.5361249,36.26369277,9.713835337,7.108819975,0.641159334,12.13433531,12.51779752,239.0586198,3.662625693,16.74061408
Barley,25.51958775,1029.07554,26.88740006,4.2664702,7.162905155,1.668149766,6.71658788,25.82514267,2663.421521,5.450376608,12.05531763
Tomato,36.71618204,1077.189707,78.08906828,5.010704954,5.767713026,0.890703834,12.51345661,28.67592377,845.6192946,6.030662085,25.76246177
Barley,24.80616633,1085.645111,83.69461139,9.221489931,7.392266959,1.226094255,10.78656731,37.95719256,1302.830446,12.39726073,22.92410009
Tomato,33.46891309,1227.541365,74.94353249,7.950166295,5.500360763,1.395127213,11.85792577,33.12385017,2495.188278,6.409099839,27.3626585
Soybean,31.04211717,568.8640372,46.44472289,9.916816341,7.108976716,1.834290447,16.75812574,31.61143231,494.082032,12.2950764,16.98584958
Tomato,34.14614282,1334.76025,37.34786848,9.874850837,6.933892171,2.435534301,8.539411771,22.56382403,2469.807218,11.37765914,25.51323056
Peanut,26.62551226,776.71626,37.59256279,10.13767019,6.137315545,0.946795521,19.69433387,24.93146395,2258.024971,3.301024346,14.29209236
Sugarcane,28.38298065,780.0068206,57.20188607,5.375884262,6.216738876,2.056186473,12.04254352,18.37810802,2606.192767,4.057022289,18.54910511
Maize,16.88542502,1183.405543,71.29823523,6.351268898,6.697606249,0.791961488,9.811133126,15.06532956,2758.503932,1.614748602,17.05779846
Maize,17.81522223,1076.824758,28.64174985,8.591126756,7.385012259,1.611687337,18.19822125,33.05398659,2628.297991,3.444013983,19.81357832
Peanut,23.595742,1043.579934,30.12387607,11.2856676,6.318943811,0.56277768,15.66322559,26.98776155,510.0902145,14.43263527,16.04150019
Maize,34.08022721,1689.037428,86.56097339,4.236146568,7.748256757,1.224347079,7.785963094,25.81584804,2341.307947,3.939886112,26.59797604
Sugarcane,34.79087506,1439.910938,86.35729035,6.742101439,5.820522419,1.694758845,7.29862411,19.47885387,908.6559315,8.663797498,19.98587698
Sugarcane,33.85121057,1370.522983,39.51689144,7.14293222,7.664977338,1.910316001,9.124678156,30.81130407,1039.762509,14.85282685,21.300194
Barley,28.55009567,674.3265405,75.71129535,5.212245129,6.795158997,2.107608775,15.72767319,20.79847075,268.26629,3.063730608,18.09575841
Potato,33.21636033,1915.88894,83.58799826,5.057473182,7.170851535,1.17326734,9.122392924,21.91728035,1798.151744,14.48121516,24.46059561
Maize,27.20516415,567.3007003,57.44415153,9.478214462,6.212055494,1.680222438,14.67203359,10.28510672,1854.605958,14.53319708,21.75538173
Peanut,23.28680944,1718.079454,52.19253578,9.859842337,5.655004334,1.817555545,16.05779849,30.79054397,2713.714241,8.256396041,26.3843308
Cotton,21.91425922,1005.617904,27.35138515,7.003369664,6.614457233,1.43693733,9.497771201,16.64296765,1089.773773,13.96795941,13.64992289
Sugarcane,27.11879615,877.5839166,30.16844801,4.085344534,5.531816247,1.611612275,13.23895573,39.09792108,676.9277726,3.504210992,18.91779135
Potato,27.00991169,1935.822641,58.09433591,4.847732608,8.211445849,1.699805071,6.448091428,20.28343467,238.8665351,5.027162771,17.56716295
Barley,21.77868788,962.1243702,50.53431469,6.824058061,7.231761311,2.43103143,13.70041508,39.75443569,1674.797749,9.868323429,13.78247493
Rice,17.52927503,1059.262799,58.54975886,6.55598326,5.807639748,1.549875531,12.52343297,25.6270733,1569.505137,14.46183176,13.53624716
Sugarcane,33.74029801,777.932919,85.01220373,4.960468515,6.294760831,2.12075628,14.49541215,17.40138294,948.1296236,11.77584523,20.21386571
Cotton,23.56531797,828.496133,52.74983055,6.453246148,6.319819231,1.58117997,18.03950501,38.63168907,1648.815916,0.245137286,17.31320533
Wheat,35.93440778,784.192606,34.33514668,6.361240392,6.619423409,1.611525946,7.25145375,25.08909171,1280.184262,12.15245243,19.30175705
Wheat,33.04633296,1977.122151,54.22936708,10.84715028,8.474687812,2.075420112,6.607509545,29.92786106,1253.638928,5.464755199,20.3590486
Maize,35.81958592,1685.291919,23.92071761,5.183217538,6.100071876,0.649819591,7.505497149,16.76061978,2299.08593,6.05796115,16.68556747
Potato,16.33971476,1858.550735,58.15022408,6.132090963,6.405612864,0.643448475,13.74761571,37.8215122,1138.021098,6.299563994,23.41829738
Rice,21.37292825,1530.106746,73.42513606,10.66237795,6.082615609,0.541723879,10.26745113,24.90318137,306.0239552,3.661210773,18.75741388
Barley,23.31041011,1649.105983,78.57267219,11.38195118,7.783600317,1.792591539,14.52132856,38.44327723,2689.372194,5.327679008,28.2842149
Rice,16.0079498,1391.355056,35.45974038,9.111246181,8.435971862,0.910394065,6.504630557,10.16467901,1921.153217,9.323078987,13.35449028
Maize,15.6232504,1371.227816,30.36687137,8.961681604,6.669787436,1.342147428,15.53462146,32.19589457,2251.125071,5.925657615,17.165746
Tomato,21.29534875,1797.814407,61.26886682,5.589336128,7.150973385,2.22577038,9.466807584,11.7933464,564.2878397,0.368622594,15.71671504
Barley,30.76510898,1144.303541,63.18085635,10.80679118,8.324973038,1.392568323,9.833393715,37.7738225,2197.423007,7.349072291,23.80996214
Peanut,39.54220059,1754.044123,37.41267576,6.036229579,7.468033667,1.122132115,6.667748109,32.10947399,803.0363333,14.37676582,17.94285961
Wheat,26.57521234,1176.101318,42.21218451,8.194420903,7.13935055,1.273297366,14.36097257,38.66246047,2690.61324,9.274106443,17.86043931
Cotton,17.80096142,1675.630568,79.82309775,11.82013013,6.461867223,1.941503463,15.29141318,35.85224104,292.6852544,12.35821771,25.64202853
Wheat,34.8861497,1707.880643,45.08830856,4.271991566,7.650086848,2.466843278,15.72885502,23.21926232,1082.036669,3.09686974,22.530674
Potato,21.73779893,758.6974688,49.42647686,6.468599874,7.291965377,2.095063549,11.25007001,31.14100606,2306.140037,1.644252966,21.38481741
Rice,17.07177844,1723.011244,71.18168351,10.55643976,8.309750411,2.309901721,10.95817665,20.89968553,920.6277878,7.948230851,18.14373338
Soybean,15.39242536,1809.871874,47.31418862,7.160716919,7.854653886,0.88024558,8.867036049,14.24993842,580.7938593,4.977127459,15.34200818
Tomato,24.21461958,616.2194808,26.69235499,7.774800269,7.528352963,1.381389469,18.37611876,15.78641958,2739.099946,1.542065602,15.40364844
Peanut,21.09434796,1083.7047,75.70103376,7.160220532,7.769147893,2.252008164,10.16148202,17.2771823,645.7269367,8.584337998,20.99709415
Wheat,29.21587956,1289.831386,65.91948534,11.66473082,7.57315941,1.263139583,6.776273354,34.92653474,312.1796341,10.12678174,16.49764742
Wheat,39.14686879,1714.073621,82.17359599,5.514099174,7.526822454,0.538638584,12.69743005,16.67987868,1700.423159,10.54654902,23.70864957
Potato,28.69496905,1376.695334,39.36995658,9.917475888,6.364395531,0.794038969,11.19126955,28.85963554,1359.810328,9.067162048,14.38367992
Maize,39.59230141,1243.056009,34.1098033,4.303611289,6.385165694,2.014692963,5.551203262,31.91797019,92.85154745,5.863421902,22.12619491
Wheat,22.69670004,1332.488412,44.70568045,4.206139204,5.666681965,0.743068283,11.77728623,10.46453486,832.0403831,11.66448761,21.0726989
Barley,20.51010861,1427.958745,53.34904628,7.748715793,7.477159617,1.133056245,5.581328109,15.89170286,671.0239705,14.12761787,12.60008438
Soybean,33.75893896,1978.824728,46.5159383,4.795340243,7.554959554,1.172291065,19.0177043,35.66680256,1124.602773,2.502943384,19.91767819
Peanut,29.89279919,1604.028327,43.47295751,5.116513192,7.531999314,0.657790164,10.36268491,14.30572249,1850.346658,1.264330071,18.69234377
Cotton,30.80212607,851.6915207,49.18690395,9.510101392,8.254396421,0.628995273,17.23591949,31.72863741,2573.9253,14.15023962,16.67010638
Wheat,21.01322501,1318.119069,44.127385,6.571042802,7.071578179,2.210686523,10.89618831,30.46178353,2353.958067,13.81459611,19.50573272
Tomato,36.0602634,1446.431759,75.56177677,4.555795902,7.541547253,1.250542395,9.503996415,31.26645508,672.2638669,9.703112369,22.88262623
Peanut,30.67628027,817.7659465,71.6998983,6.091785878,7.561714974,1.623449617,14.68933956,22.17885564,1364.746167,12.81074913,15.87161654
Wheat,17.9245614,1151.632789,87.78817592,8.664557584,7.670139039,1.846363901,8.810068467,23.05557997,2937.058623,4.187411528,23.19361139
Wheat,26.4715126,699.5161921,60.48296248,10.40108676,6.725605031,1.786536142,13.73003092,23.35019609,308.6550975,14.07112837,14.42689561
Potato,23.2016632,1514.603076,77.16197751,4.121385236,6.905486117,2.288893556,6.901237233,15.23135665,1362.833805,4.326987386,17.559812
Tomato,36.74362118,1651.170845,42.92754807,5.95117171,5.52626042,1.925584582,10.4795321,14.97791057,2859.744422,14.03139115,25.19587503
Maize,34.46223207,1777.234587,63.26240413,11.6717953,6.88294411,1.173195446,10.24830898,24.39983763,2834.558366,4.47992513,28.242187
Sugarcane,15.05262951,1887.216678,72.8270508,9.742497324,6.315238435,1.032623485,18.62690195,22.37040919,755.0040531,1.308948148,23.34015824
Barley,31.77655217,671.8181992,41.03637962,8.641541835,5.956454657,2.244595065,19.20465126,20.59999668,1741.527354,8.132590897,16.14886331
Cotton,37.50573293,1389.361409,59.31646033,10.00916106,6.233360846,2.036964506,15.9561677,15.30912532,1766.426342,0.261041145,22.14598435
Soybean,36.25952151,1923.522335,78.1962967,9.853012593,8.097444657,1.76799266,9.600683988,17.93376987,342.6612725,3.192510934,29.82687239
Sugarcane,32.21399324,1140.089353,47.96055303,11.22965793,6.097635496,1.244838941,12.72372622,21.36743391,900.2890147,3.390357276,17.77609752
Rice,30.43661357,1362.535811,31.85672074,9.151373162,8.049733532,1.846076829,8.703023562,39.14153283,293.5423667,4.139853354,14.68343706
Cotton,24.13609896,601.0282436,42.59244525,8.145864425,7.892325472,0.545566664,5.412672572,14.41668312,1164.021297,13.36904291,19.01572633
Wheat,30.92641359,1478.542297,27.08099124,5.406998132,6.047686396,2.010424197,7.985115927,15.79533968,1052.364403,3.014538317,17.67651656
Rice,30.40815347,522.3305437,23.51141761,11.343917,7.797614651,1.636390182,16.30903522,12.58628477,1941.385919,6.299228188,15.68049776
Wheat,35.87791187,917.7178522,50.63386577,7.26745399,7.666979014,2.079444162,16.68801274,38.35751461,2732.826631,6.091696916,17.89067205
Peanut,18.17320775,1689.333703,67.81281491,9.542614691,7.09606693,1.468214183,16.04891363,25.18876584,1336.416465,0.49839317,22.78514533
Tomato,29.53282578,946.5485273,70.11916538,11.61636181,8.450187837,0.663905976,11.1836397,30.61730821,754.5027741,0.181225377,16.82336262
Cotton,15.94100595,1595.523238,84.35572542,5.292077645,8.334685107,0.90837252,15.16614179,28.53203827,601.0127461,0.192201043,21.01270655
Rice,29.37410952,501.571918,29.05226206,6.238613909,6.459515574,2.138957664,12.87566405,12.82412126,454.5566512,10.11822792,9.180892175
Wheat,36.63541205,981.014629,21.54309248,8.444351554,6.059899818,0.65370162,13.97707112,23.14512235,2535.990986,0.751727515,16.32589486
Wheat,19.05040988,1966.527477,89.1113272,6.87121615,6.251909848,2.011255649,8.023101288,24.54504532,835.8878664,8.075359422,25.75704324
Tomato,39.47545411,864.0073145,35.07349596,11.71752021,7.914520048,1.785721413,8.995305293,21.77503192,1591.98959,2.976274558,22.85180027
Wheat,32.6089332,1647.449271,44.19343438,5.312738518,7.417013343,1.454890676,15.44744017,26.44799727,2874.975934,2.552354618,24.00152193
Rice,16.94596785,651.9531138,67.00612357,5.086811877,5.643959792,2.166721281,19.8366539,38.49897295,2319.529077,8.493847904,16.20466591
Maize,30.12030503,1840.667589,20.21069059,7.314746958,5.829092706,1.271947452,6.638509537,14.45138618,2458.634705,9.241185648,23.38520678
Potato,26.9707187,1433.784734,80.27390663,11.39328436,6.056313496,1.950024647,14.53166835,30.28626506,110.2034974,0.78756419,26.32830821
Peanut,18.04548973,884.3513492,62.35585224,8.202961053,5.791908697,2.190307968,6.019107182,16.37476222,1643.062854,14.17747937,17.77646176
Cotton,39.54145219,1041.796056,55.78571922,11.11545461,7.736695013,2.171882941,14.03141096,10.17759791,2391.781504,11.67963965,25.50844366
Sugarcane,30.37223943,1048.657801,22.78210808,11.60296274,6.180017218,0.761498164,17.87539942,11.69062156,1022.491709,10.73246321,14.62552522
Sugarcane,28.46193572,1134.205671,84.570098,4.780972161,5.669009574,2.425706164,16.57046605,15.15610326,962.5480315,6.551521417,20.08282599
Rice,15.36009359,1640.409931,40.72269217,9.202590923,6.853641588,1.374211377,17.57572119,13.99492342,2094.808602,3.616798932,13.54033662
Cotton,23.85802486,781.6513166,67.59148662,7.852593175,7.967275988,1.952077757,5.956755338,21.77700531,279.3784282,4.983132543,21.64451499
Barley,31.6615968,1340.075251,29.37257219,10.06728312,6.081009881,0.772962719,17.04500181,22.05218579,1486.496829,12.56164864,15.76529477
Peanut,32.57291307,1306.9407,66.22933768,7.865188465,7.08079213,2.385311434,14.52257008,14.65758074,2031.895891,3.301359133,22.19486366
Maize,21.61860391,1244.939922,70.55412288,5.624000628,7.682057357,2.216076979,14.18101412,13.49661417,806.3948376,9.90510897,23.16577891
Maize,30.32949676,825.685312,58.05482549,10.95463601,6.608053998,1.504171001,7.570335364,37.41053183,981.6979753,8.260434865,21.32276597
Wheat,29.54052344,1406.132848,24.48262767,7.917622069,7.813495245,2.480192916,13.33401332,26.35502982,986.9527774,0.020924566,18.37814905
Sugarcane,32.98613552,624.338016,88.01550275,6.334078958,8.141401585,1.249589655,10.85795431,13.67794597,2698.15925,8.659567526,23.5290164
Cotton,26.42323859,628.2418586,57.27075174,11.57142124,7.062935161,2.330675777,16.42947439,27.90114551,1919.00671,12.34141241,16.13369655
Wheat,34.26533048,1843.24948,43.36924343,6.735390469,7.53609471,1.158986971,10.93104793,17.29479147,2223.109811,5.715564554,18.20204513
Wheat,31.03495247,600.7549715,51.82826907,6.944263792,5.825214237,1.870618878,15.4225787,36.64183279,1457.760912,7.280344193,23.32785572
Sugarcane,25.44096711,550.4143726,55.91062143,7.177755215,7.624729862,1.489639844,6.392734852,19.78714161,1671.899083,12.07978003,15.13444039
Tomato,22.6446768,1539.405984,62.19461559,9.651972471,7.2034354,2.24023804,16.58675906,36.10746779,1721.301614,3.253616617,19.97668698
Maize,24.81703392,1920.20738,48.11390244,8.270536852,6.728264733,1.366533272,14.37288915,21.73985283,1190.353644,7.386370133,19.68729627
Peanut,24.96545213,1419.278155,77.58873841,5.791966748,7.559795427,1.393920857,17.52423345,13.57174567,2567.268585,0.206768149,19.96935002
Soybean,16.86768424,733.1360972,69.7103624,10.23191924,7.749156004,0.670933068,12.99081733,17.66983699,1706.623072,2.153365431,14.70774319
Tomato,28.16368464,1766.506754,69.8053382,7.388349743,8.264686339,1.817700694,13.05083834,37.82085938,2281.291255,3.245728937,22.53660306
Tomato,15.22963919,1102.198761,30.13672369,4.568133112,7.897177386,1.538945902,8.132020412,17.31237848,564.535088,2.866899678,12.97497696
Cotton,37.39121236,1436.991902,55.66108902,4.654740287,6.827262575,1.318450358,5.033055632,39.26804278,2316.305578,4.100672311,27.14675468
Potato,31.46482465,862.5521636,27.18139138,4.588521135,7.231928861,0.820969171,12.49154483,34.02255226,2578.485976,11.55631224,17.10504199
Soybean,35.65322912,980.7248775,79.28377452,4.170548666,7.683761612,1.397309754,7.479691917,37.04831396,2792.460665,6.173530637,19.86611806
Tomato,34.9942705,547.5639326,62.69297382,9.337447498,7.907673316,1.48681777,13.53511363,14.00949813,968.6538886,13.62946834,20.07301463
Sugarcane,26.50579361,1560.132724,51.79012393,5.059090468,6.462817857,1.482337613,16.26964296,30.77419965,1187.563754,1.825988365,16.47488903
Peanut,16.68259723,634.3040642,82.07664437,10.84781212,7.139601456,0.744044003,13.95260953,23.15077995,1281.503974,2.446404872,19.56054083
Maize,29.51899101,1713.312622,31.74522421,10.64973575,6.947994681,1.584813606,15.25065602,38.57963197,378.3243024,10.22326757,20.88610307
Barley,19.58490653,1544.625272,51.11586508,6.105549528,8.126715167,1.466885586,14.81460524,25.94122209,1692.137934,7.626990301,22.44924629
Maize,16.81551537,1421.30677,87.37436556,11.84355827,7.980080174,1.013920178,9.092709802,21.03207026,2230.677988,0.703832549,20.96777615
Soybean,21.58728685,1527.635549,66.45722659,4.554298609,6.249854717,1.345551275,13.74637096,27.17470974,1257.799979,8.615537827,21.20647298
Soybean,36.23435122,847.0812506,70.98087291,11.53522074,8.299797223,1.339940136,15.87550545,14.58085178,1703.962414,3.887316771,20.02527157
Tomato,32.89125147,543.540016,53.97306099,6.467758162,5.530686899,0.54422985,16.73242938,21.95373732,1558.69114,5.070972089,22.45193682
Peanut,21.06912482,721.8814087,40.97910774,7.446726,7.918892604,2.009238329,8.235057076,32.78474817,940.9096987,9.149641655,10.79392087
Sugarcane,36.45555403,964.6774803,43.76747171,9.891150823,7.198388839,1.861714955,6.935554539,35.01041906,1260.671831,14.22522007,16.67022921
Barley,26.27595703,1296.776296,63.76599486,11.56828853,7.24007564,1.255494061,10.98996459,24.09148351,2524.08341,12.97028642,19.08228714
Sugarcane,24.97033206,1768.380192,47.42029226,7.37330654,6.044409942,1.386827782,7.793570806,24.71549261,431.6440837,0.671199344,23.8152218
Potato,23.66558655,979.1827519,76.52365374,7.225788355,6.945171538,2.12656256,12.50078429,23.20180391,1677.268966,7.551629706,18.73623625
Maize,36.72485451,1771.31691,58.34536153,7.177222257,6.16003878,1.219305436,19.19300215,18.6547335,1792.928978,8.957598091,20.93454973
Potato,28.13915501,1540.631885,71.08142177,11.08493509,8.061790795,1.062503829,13.71165746,30.63718326,2837.369956,5.353930424,26.82693272
Sugarcane,25.39097717,1502.045331,40.59875881,11.39290445,8.022982593,2.063300577,19.63392001,13.94962123,2658.280864,14.82027343,20.60975168
Soybean,25.65771822,1651.475114,47.57550668,4.147833437,6.90705928,1.380105208,14.68016475,14.82954642,160.1914542,3.431470856,16.92563884
Rice,29.42100797,892.5491051,21.95364396,7.286957005,7.407077201,0.847556381,6.851515537,12.61946677,2791.503765,9.844039892,16.52522962
Potato,18.55652503,500.6551262,38.45700575,6.239154931,7.004416691,2.433026545,9.861520228,24.44292149,2552.381572,9.22092549,11.01257361
Maize,37.70498195,1308.999772,65.7694347,5.083221629,6.959632497,1.530432649,6.75705606,37.84358224,1143.7018,9.811803164,20.93496498
Maize,39.85084784,998.6537728,54.93128197,4.711397124,6.56645211,0.943014754,14.04574851,13.73978637,759.7554961,5.145592995,15.14872476
Rice,25.10115522,772.1850307,51.55699314,11.42413881,6.172379916,2.003655025,19.98690808,25.66534244,1349.225497,13.16768806,16.62828414
Tomato,17.44785141,1174.082173,50.77936691,11.06834798,6.889680922,1.089289859,5.564582146,20.89998084,1542.349459,1.896867973,17.92677019
Peanut,39.36602521,1093.355609,36.11295851,8.389842149,7.191887014,1.599642656,15.75817641,12.10075477,1430.980272,9.178432681,17.82357822
Barley,38.9508098,1693.720859,26.49533844,5.309739441,6.284155191,0.965673253,9.350325795,24.69831062,1613.096409,14.5760044,24.23869713
Tomato,22.90305107,917.6971498,25.02837064,9.397574544,7.149414158,1.590699609,12.75371841,33.06185115,2992.555475,12.38750081,17.07456697
Potato,37.42049527,546.3335002,23.87418,7.453934863,6.214523663,1.175033922,12.75065648,33.21545559,245.1435948,13.04009502,12.77960438
Barley,29.32616099,1577.502064,30.96464918,7.155269355,8.447929978,0.899693188,18.38481851,19.84397709,1496.917441,5.119730557,16.11621069
Potato,32.00939306,1504.316686,58.88954935,10.51227918,5.60631668,0.68972781,11.86525564,36.72324623,1258.741619,3.281766202,27.66201652
Soybean,23.33961912,1457.159309,47.25090926,4.434381683,6.160248552,1.083674236,9.781094804,13.9631873,2496.204431,7.499508259,15.11005713
Maize,26.63203312,1777.091213,79.7672713,6.708048929,7.338760776,0.56993889,8.352810279,23.34470718,985.2472541,13.93792848,21.75101451
Rice,20.35893529,1429.970753,36.1208923,6.685184247,6.621733556,1.962008884,15.69565267,24.33602968,783.6686267,10.28946484,20.37379295
Sugarcane,23.70357021,1071.980621,34.68139918,8.138223443,7.963749634,2.32658304,7.912929702,17.66128771,308.9328717,5.194885187,18.93431286
Peanut,25.648438,691.8493828,60.55932556,6.059980214,7.481477661,2.135856777,17.49662378,17.75095269,1513.963263,13.37884284,23.06256148
Rice,22.09953427,1368.308784,82.22342228,8.343018146,6.504639178,0.862707735,13.79911971,29.28831993,916.5189316,6.575854067,17.01199458
Potato,16.90414436,504.4214523,33.53280256,8.281364963,7.466085056,1.764712081,8.930773093,38.5877247,1192.389971,12.019917,14.38568956
Cotton,39.35485547,592.997828,84.92570555,4.19683592,6.769930094,2.286767459,15.36916527,28.24163875,2737.994185,11.24259885,21.13066748
Sugarcane,34.75783009,1654.691204,20.84908184,10.73121916,6.357544507,1.814528496,17.63996592,13.98671062,189.5054679,12.50994161,18.96273227
Cotton,15.90137762,1194.208312,42.66182113,8.015187987,8.44715791,1.835775725,7.436086183,12.31703041,2744.599046,2.604759493,20.8546133
Sugarcane,30.79939122,1092.211511,83.33989808,11.06227093,8.250083059,1.018257468,14.61193463,12.5817714,1702.027153,10.60409663,22.45697632
Cotton,19.60427467,857.615423,34.13250525,11.9953984,6.693083861,0.577696755,9.982584762,23.61437294,653.8106958,7.306971244,11.38132028
Rice,20.5248664,804.5390889,25.48003885,11.99237951,6.214697714,1.99106676,6.237217726,24.4708398,489.0327201,1.685874039,12.06500521
Barley,21.29565544,1115.895806,76.63805264,7.685390019,8.421920665,1.487660541,14.93454023,30.47836581,685.9926021,0.243056712,21.79463835
Tomato,18.3832187,1500.930265,53.13401258,11.59869616,6.918707246,1.092572333,5.999896203,29.96914156,370.7187838,1.432778507,16.20389088
Potato,15.72370396,1736.655962,60.58398024,5.981015662,6.512363698,2.342800788,16.12019069,14.77699143,1666.74037,0.100551989,19.69459053
Tomato,26.76982209,1653.331447,32.97309056,10.50494714,7.143791773,0.523594314,10.83644537,14.13881351,2724.164294,6.367119735,20.6488884
Rice,26.04872802,1970.747556,86.91485358,4.576476258,7.349620397,0.532624772,11.85981385,18.14197221,948.6588232,11.37739271,24.9799324
Cotton,30.57885231,1719.96858,39.55427437,11.31648862,6.817331553,2.405797242,6.389854813,17.91667314,2024.391233,8.800839003,23.89974277
Rice,26.11568914,1747.849382,81.57779421,5.72516526,8.187501524,0.84428715,10.90307673,14.89491868,663.5778883,12.22683028,23.01128521
Tomato,33.48327211,1364.918016,57.96839521,6.313310153,5.945567688,0.58623985,7.196651799,17.33911546,348.276802,3.37650354,20.57105093
Peanut,37.64179853,1983.646911,88.64912357,5.852441329,7.108164217,1.470528269,10.57975735,21.55304482,1549.45817,2.26665349,26.78307321
Tomato,16.89193034,1692.627862,61.75297766,5.767076208,6.859795036,1.812082655,7.409094039,28.4205652,1326.803334,8.307982614,16.21244704
Wheat,28.37870536,581.6140251,23.29613829,6.704987884,5.995631857,2.091853341,11.66950496,30.12598638,2312.992965,8.836135101,20.27392363
Potato,22.15502357,1913.983861,89.62956594,5.448316567,8.384441895,0.627676957,10.03628758,38.30529551,570.5402164,8.329258521,26.98724305
Wheat,36.73370668,524.2969004,40.00443481,7.829015736,6.650486105,2.482093762,11.54812639,38.77393543,318.0945368,5.716501149,17.31158244
Barley,37.95083475,1435.582168,44.43462109,5.838075788,6.033385787,0.912770946,6.757014608,16.75983293,1785.534665,6.955311007,25.26706998
Rice,21.75093729,980.0490282,33.18261774,8.828223252,5.644427218,1.315425815,7.967543001,28.99822414,2168.550115,12.28602046,16.70397297
Tomato,17.1885193,1514.773,38.11691461,4.066568784,6.859620148,1.413376521,15.33015329,35.39322486,245.4452583,8.119541145,14.77379314
Wheat,22.67228988,528.1557771,69.36533193,7.756219153,6.419778322,0.646526194,15.18569675,15.6836817,298.099717,0.541201046,19.68020437
Maize,26.68165763,1474.763178,56.70258427,7.60485989,7.932029987,0.748705835,18.15024483,25.82959792,1115.691718,2.740578919,20.15640958
Rice,25.98694383,1467.886156,28.54762597,10.96705086,7.982096875,0.70604587,17.88714144,32.44972813,2122.352459,14.12506667,24.28716448
Peanut,21.473467,1576.337642,48.9642664,9.25069,7.323170971,1.772217478,5.033796735,11.58191043,1962.737642,11.08757741,23.05101558
Rice,15.83234392,510.2677717,26.15653722,8.565091043,5.704038507,2.293572705,10.46144311,17.59596538,1783.042407,0.146072867,13.77989648
Wheat,18.5483539,1220.707673,89.65937712,10.97224472,5.50175467,0.549723377,12.67998338,11.32399133,1706.738751,11.27744409,19.93094741
Wheat,23.76090987,523.1059617,46.7739594,4.928365373,6.225957595,0.588759918,9.073317826,12.607621,1325.023933,1.496415118,19.38115376
Wheat,28.05921719,1998.32078,60.23248555,9.977870822,6.876340183,1.509770092,7.190776264,37.12453975,2904.646183,0.420879928,26.04757242
Barley,20.65208873,800.2904889,25.77847965,10.92735758,8.40871021,1.037577209,16.48699065,14.19790142,1610.759349,5.819946865,16.60873567
Peanut,19.44040178,615.6789492,55.6716553,11.87742238,8.116498365,0.638767482,11.94516882,35.01207155,1024.178794,8.421468126,19.58988369
Soybean,18.09604858,1849.676894,21.04412718,11.22720116,6.123783654,1.224510307,6.444173797,31.92444067,2054.031792,3.266762801,16.14521257
Rice,28.60320834,1262.450421,83.83280315,7.05248052,7.028119429,2.389126168,8.174098291,17.85934816,155.3926298,13.00098051,25.31551489
Cotton,22.30405175,513.1134711,85.71325799,5.161439839,7.272587231,1.607770271,9.289622954,29.78731826,414.4820398,9.39481868,17.22391148
Rice,25.89138119,1392.63549,67.37750987,6.107279162,7.780116878,0.910752646,13.245308,33.84480685,1286.554693,5.126782254,20.58870928
Rice,16.89640913,567.0665216,62.15656202,4.510096584,6.302125447,0.918697778,12.25041974,10.67559138,2124.042509,0.071746636,14.92747007
Sugarcane,20.945645,1520.321042,58.77255385,9.206886762,6.176266274,1.473451776,12.50679831,10.68937324,542.2113647,12.60055542,21.23507521
Cotton,15.9976192,812.7017097,65.90553276,7.21346828,6.516005289,1.528750643,6.492227491,20.52014897,1764.501671,11.81526761,12.59437324
Barley,21.265233,520.1485415,42.90958411,9.964673732,7.020516468,1.990315097,6.175789307,13.82169099,2126.28665,10.23041698,19.94661591
Cotton,28.32874704,1893.802687,41.86285353,5.825295701,8.355184208,2.057556757,8.108911934,28.04752227,1076.656385,4.13428961,17.59564129
Peanut,15.63311404,1093.904029,40.56886908,8.547520151,7.84497967,1.28459303,8.045449654,35.25327574,2335.763306,12.96262111,17.76051114
Cotton,37.45438806,1382.717363,29.5804299,11.73886195,7.2240377,1.214129828,13.95212072,10.27130538,2887.862377,7.778238288,23.07659311
Sugarcane,30.20443562,837.8763873,72.18120285,8.232448613,5.987390642,0.922557498,12.28745862,23.7828173,2407.507561,14.02325634,22.52502537
Maize,19.69468585,1344.192149,75.67166469,9.529269834,6.52846954,0.886094759,6.907347823,11.26542078,511.695114,9.06336854,19.39138786
Potato,18.8682307,1282.606857,23.78315247,7.410066124,8.254641027,2.320642974,17.05679737,15.09329443,169.5930064,3.003278023,16.91829177
Cotton,21.85132122,509.1978969,68.67022252,11.9245305,7.881889656,1.644746171,11.90061085,23.54509029,173.6304982,3.135360446,18.52231211
